Product,Brand,Ingredients,Price
ExfoliKate Cleanser Daily Foaming Wash,Kate Somerville,"Water/Aqua/Eau, Stearic Acid, Sodium Cocoyl Glycinate, Lauramidopropyl Betaine, Glycerin, Hydroxypropyl Starch Phosphate, Cetearyl Phosphate, Xylitylglucoside, Dimethicone PEG-8 Meadowfoamate, Anhydroxylitol, Xylitol, Leuconostoc/Radish Root Ferment Filtrate, Bromelain, Papain, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Lauramide DIPA, Aloe Barbadensis Leaf Juice Powder, Lactic Acid, Glycolic Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Aniba Rosaeodora (Rosewood) Wood Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Geranium Maculatum Oil, Benzyl Alcohol, Sodium Hydroxide, Chlorphenesin, Chlorophyllin-Copper Complex (CI 75810), Maltodextrin.",38.00
Lazy Day's All-In-One Moisture Pad,PEACH & LILY,"Water, Butylene Glycol, Glycerin, 1,2-Hexanediol, Betaine, Panthenol, Sodium Hyaluronate, Spinacia Oleracea (Spinach) Leaf Extract, Daucus Carota Sativa (Carrot) Root Extract, Brassica Oleracea Italica (Broccoli) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Brassica Oleracea Acephala Leaf Extract, Ceramide NP, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Olivate, Allantoin, Punica Granatum Fruit Extract, Prunus Persica (Peach) Fruit Extract, Lactobacillus/Soybean Ferment Extract, Hydrogenated Lecithin, Sorbitan Olivate, Ethylhexylglycerin, Xanthan Gum, Sodium Phytate, Sorbitan Isostearate, Sodium Citrate, Citric Acid, Opuntia Ficus-Indica Stem Extract, Bambusa Vulgaris Water, Caprylic/Capric Triglyceride, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Pentylene Glycol, Caprylyl Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil.",39.00
Ultra Facial Cleanser,Kiehl's Since 1851,"Aqua/Water, Sodium Laureth Sulfate, Decyl Glucoside, Glycerin, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Acrylates Copolymer, PEG-200 Hydrogenated Glyceryl Palmate, Lauryl Glucoside, Sodium Chloride, Pentylene Glycol, Triethanolamine, Phenoxyethanol, PEG-7 Glyceryl Cocoate, Distearyl Ether, Behenyl Alcohol, Methylparaben, Laureth-2, Propylparaben, Sodium Methylparaben, Squalane, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Tocopherol, Ascorbyl Glucoside, Persea Gratissima Oil/Avocado Oil, Sodium Hydroxide, Citric Acid.",22.00
Supple Preparation Facial Toner,Klairs,"Water, Butylene Glycol, Dimethyl Sulfone, Betaine, Caprylic/Capric Triglyceride, Natto Gum, Sodium Hyaluronate, Disodium EDTA, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Polyquaternium-51, Chlorphenesin, Tocopheryl Acetate, Carbomer, Panthenol, Arginine, Luffa Cylindrica Fruit/Leaf/Stem Extract, Beta-Glucan, Althaea Rosea Flower Extract, Aloe Barbadensis Leaf Extract, Hydroxyethylcellulose, Portulaca Oleracea Extract, Lysine HCL, Proline, Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Lavandula Angustifolia (Lavender) Oil, Eucalyptus Globulus Leaf Oil, Pelargonium Graveolens Flower Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Cananga Odorata Flower Oil, Copper Tripeptide-1.",22.00
Clear Complexion Cleanser,boscia,"Water/Aqua/Eau, Hydrogenated Starch Hydrolysate, Diglycerin, Sodium Cocoyl Glycinate, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Butylene Glycol, Methyl Gluceth-10, Acrylates/Steareth-20 Methacrylate Copolymer, Sodium Lauroyl Glutamate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salix Nigra (Willow) Bark Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Pelargonium Graveolens Flower Oil, Polysorbate 20, Sclerotium Gum, Cellulose Gum, Citric Acid, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Caprylyl GlycolPlease refer to the ingredient list shown on your product for the most up-to-date information.",28.00
Acne Solutions Cleansing Gel,Clinique,"Active: Salicylic Acid 2.0%. Inactive: Water\Aqua\Eau, Glycerin, Sodium Laureth Sulfate, Sodium Chloride, Lauramidopropyl Betaine, Butylene Glycol, Sucrose, Sodium Hyaluronate, Gentiana Lutea (Gentian) Root Extract, Laminaria Saccharina Extract, Caffeine, Acetyl Glucosamine, Laureth-2, PEG-120 Methyl Glucose Dioleate, Sodium Sulfate, Benzophenone-4, Sodium Hydroxide, EDTA, Disodium EDTA, BHT, Phenoxyethanol, Blue 1 (CI 42090).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",22.50
Detox in a Jar Exfoliating Treatment Mask,Tula,"Aqua/Water/Eau, Glycerin, Titanium Dioxide (CI 77891), Bentonite, Hydrogenated Soybean Oil, Kaolin, Octyldodecyl Neopentanoate, Sorbitan Stearate, Bifida Ferment Lysate, Lactic Acid, Curcuma Longa (Turmeric) Root Extract, Citric Acid, Butyrospermum Parkii (Shea) Butter, Olea Europaea (Olive) Fruit Oil, Hydrolyzed Rice Protein, Cichorium Intybus (Chicory) Root Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Carthamus Tinctorius (Safflower) Seed Oil, Camellia Sinensis Leaf Extract, Camelina Sativa Seed Oil, Volcanic Sand, Lactis Proteinum/Milk Protein/Protéine du lait, Yogurt Powder, Ascorbyl Palmitate, Microcrystalline Cellulose, Olus Oil/Vegetable Oil/Huile végétale, Inulin, Lactose, Tocopheryl Acetate, Butylene Glycol, Xanthan Gum, Decylene Glycol, Caprylyl Glycol, Pentylene Glycol, Ethylhexylglycerin, Octyldodecanol, Bulnesia Sarmientoi Wood Oil, Cananga Odorata Flower Oil, Citrus Aurantium Dulcis (Orange) Oil, Citrus Limon (Lemon) Fruit Oil, Juniperus Mexicana Oil, Trisodium Dicarboxymethyl Alaninate, Sodium Chloride, Sorbic Acid, Sodium Glycolate, 1,2 Hexanediol, Phenethyl Alcohol, Fragrance (Parfum), Phenoxyethanol, Chromium Hydroxide Green (CI 77289), Ultramarines (CI 77007).",48.00
One-Step Gentle Exfoliating Cleanser with Orange Extract,Clarins,"Aqua/Water/Eau, Sodium Laureth Sulfate, Cetearyl Alcohol, Cellulose, Cocamidopropyl Betaine, Cocamide Mipa, Glycol Distearate, Glycerin, Cetearyl Glucoside, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tea-Cocoyl Glutamate, Butyrospermum Parkii (Shea) Butter, Citrus Aurantium Dulcis (Orange) Fruit Water, Silica, Parfum/Fragrance, Phenoxyisopropanol, Sodium Chloride, Sodium Hydroxide, Benzophenone-4, Disodium EDTA, Moringa Pterygosperma Seed Extract, Phenoxyethanol, Disodium Phosphate, Citric Acid, Methylchloroisothiazolinone, Methylisothiazolinone, Benzyl Salicylate, Butylphenyl Methylpropional, Limonene, Linalool, CI 15985/Yellow 6.",38.00
Rose & Witch Hazel Toner,Mario Badescu,"Aqua (Water, Eau), Glycerin, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Rosa Damascena (Rose) Flower Water, Aloe Barbadensis Leaf Juice, Rosa Hybrid Flower Extract, Rosa Damascena Flower Oil, Pentylene Glycol, Ethylhexylglycerin, Propanediol, Polysorbate 20, Potassium Sorbate, Parfum (Fragrance), Sodium Benzoate, Sodium Chloride, Citric Acid, Phenoxyethanol, Propylene Glycol, Benzoic Acid, CI 17200 (Red 33), CI 42090 (Blue 1).",14.00
Pure Plush Gentle Deep Cleansing Foam,bareMinerals,"Water (Aqua/Eau), Glycerin, Stearic Acid, Myristic Acid, PEG-8, Potassium Hydroxide, Lauric Acid, Sodium Methyl Cocoyl Taurate, Butylene Glycol, Glyceryl Stearate SE, Sodium Polyacrylate Starch, Disodium EDTA, Polyquaternium-39, Citrus Grandis (Grapefruit) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sambucus Nigra Flower Extract, Sea Salt (Maris Sal/Sel Marin), Fragrance (Parfum), Limonene, Sodium Benzoate, Phenoxyethanol.",22.00
Pro-Collagen Cleansing Balm,ELEMIS,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Caprylic/Capric Triglyceride, PEG-6 Caprylic/Capric Glycerides, PEG-8 Beeswax, Cetearyl Alcohol, Sorbitan Stearate, Sambucus Nigra (Elderberry) Seed Oil, PEG-60 Almond Glycerides, Silica, Avena Sativa (Oat) Kernel Oil, Triticum Vulgare (Wheat) Germ Oil, Butyrospermum Parkii (Shea) Butter, Citrus Aurantium Dulcis (Orange) Peel Cera (Wax), Glycerin, Lecithin, Padina Pavonica Thallus Extract, Borago Officinalis (Starflower) Seed Oil, Lavandula Angustifolia (Lavender) Oil, Phenoxyethanol, Linalool, Acacia Decurrens (Mimosa) Flower Wax, Cocos Nucifera (Coconut) Oil, Rosa Multiflora (Rose) Flower Cera (Wax), Lavandula Hybrida (Lavandin) Oil, Pelargonium Graveolens (Geranium) Flower Oil, Geraniol, Eucalyptus Globulus Leaf Oil, Tocopherol, Anthemis Nobilis (Chamomile) Flower Oil, Citronellol, Cinnamomum Camphora (Ho Wood) Wood Oil, Limonene, Mentha Arvensis (Mint) Leaf Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Citrus Aurantium Dulcis (Orange) Oil, Fragrance (Parfum), Vitis Vinifera (Grape) Seed Oil, Menthol, Eugenia Caryophyllus (Clove) Leaf Oil, Citric Acid.",64.00
FIRMx Peeling Gel,Peter Thomas Roth,"Water/Aqua/Eau, Peg-32, Cellulose, Butylene Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Water, Sorbitol, R-Bacillus Licheniformis Keratinase, Ananas Sativus (Pineapple) Fruit Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Leuconostoc/Radish Root Ferment Filtrate, Sodium Hyaluronate, Glycerin, Sodium Hydroxide, Citric Acid, Tetrasodium EDTA, Algin, Carbomer, Tromethamine, Isopropyl Myristate, Sodium Chloride, Calcium Chloride, Potassium Sorbate, Sodium Benzoate, Mica, Phenoxyethanol.",48.00
Purifying Cleansing Gel,boscia,"Water/Aqua/Eau, Hydrogenated Starch Hydrolysate, Disodium Cocoyl Glutamate, Diglycerin, Acrylates/Steareth-20 Methacrylate Copolymer, Sodium Cocoyl Glycinate, Butylene Glycol, Methyl Gluceth-10, Sodium Cocoyl Glutamate, Sodium Lauroyl Glutamate, Caprylyl Glycol, 1,2-Hexanediol, Polysorbate 20, Sclerotium Gum, Cellulose Gum, Sodium Chloride, Trisodium Ethylenediamine Disuccinate, Citric Acid, Glycerin, Rosmarinus Officinalis (Rosemary) Leaf Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Pelargonium Graveolens Flower Oil, Hydrangea Serrata Leaf Extract, Camellia Oleifera Leaf Extract, Epilobium Angustifolium Flower/Leaf/Stem ExtracPlease refer to the ingredient list shown on your product for the most up-to-date information.",28.00
All-Over Wash,Jack Black,"Aqua (Water/Eau), PPG-15 Stearyl Ether, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG-120 Methyl Glucose Dioleate, Sodium Lauroyl Sarcosinate, Fragrance (Parfum), Ethylhexylglycerin, Panthenol, Aloe Barbadensis Leaf Juice Powder, Helianthus Annuus (Sunflower/ Tournesol) Extract, Ascorbic Acid, Ascorbyl Palmitate, Butyrospermum Parkii (Shea/Karité) Butter, Hydrolyzed Jojoba Protein, Tocopheryl Acetate, Camellia Sinensis (Green Tea/Thé vert) Extract*, Laminaria Digitata Extract*, Ocimum Basilicum (Basil/Basilic) Leaf Extract*, Punica Granatum Extract, Citrus Grandis (Grapefruit/Pamplemousse) Fruit Extract, Hydrolyzed Linseed Extract, Rosmarinus Officinalis (Rosemary/Romarin) Leaf Extract, Helianthus Annuus (Sunflower/Tournesol) Seed Oil, Oryza Sativa (Rice/Riz) Bran Extract, Glycine Soja (Soybean/Graine de soja) Sterols, Glycol Stearate, Glycol Distearate, PEG-20 Methyl Glucose Sesquistearate, Sodium Benzoate, Behenyl Alcohol, Glycerin, Sodium Phytate, Polyquaternium-7, Tocopherol, Lecithin, Glyceryl Stearate, Retinyl Palmitate, Sorbic Acid, Chlorphenesin, Citric Acid, Phenoxyethanol, Hydroxycitronellal, Limonene, Coumarin, Citronellol, Citral, Linalool, Butylphenyl Methylpropional, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.*Certified Organic/Certifiés BiologiquesAs part of Jack Black's commitment to always offer the highest quality products, some of the ingredients in their formulations may be updated from time to time. The ingredient list shown here may vary from product packaging, depending on the location and timing of purchase.",50.00
City Block Purifying Charcoal Clay Mask + Scrub,Clinique,"Water\Aqua\Eau, Kaolin, Butylene Glycol, Silica, Magnesium Aluminum Silicate, Charcoal Powder, Glyceryl Stearate, PEG-100 Stearate, Sodium Methyl Cocoyl Taurate, Gentiana Lutea (Gentian) Root Extract, Laminaria Saccharina Extract, Tocopheryl Acetate, Acetyl Glucosamine, Sucrose, Caprylyl Glycol, Xanthan Gum, Disodium EDTA, Phenoxyethanol, Chlorphenesin, Iron Oxides (CI 77499), Titanium Dioxide (CI 77891).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",30.00
Calendula Deep Cleansing Foaming Face Wash,Kiehl's Since 1851,"Aqua/Water, Sodium Cocoyl Glycinate, Coco-Betaine, Glycerin, Acrylates Copolymer, Sodium Chloride, Phenoxyethanol, Citrus Limon Peel Oil/Lemon Peel Oil, Limonene, Sodium Hydroxide, Tetrasodium Edta, Propylene Glycol, Geranium Maculatum Oil, Citral, Calendula Officinalis Flower Extract, Cymbopogon Schoenanthus Oil, Artemisia Absinthium Extract, Citric Acid.",34.00
Online Only #Nomakeup Replenishing Cleansing Oil,Tula,"Cetyl Ethylhexanoate, Oryza Sativa (Rice) Bran Oil, Sorbeth-30 Tetraoleate, PEG-20 Glyceryl Triisostearate, Glycerin, Glyceryl Behenate/Eicosadioate, Lactococcus Ferment Lysate, Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces Milk Ferment Filtrate, Ceramide NP, Algae Extract, Lactic Acid, Caprylic/Capric Triglyceride, Aqua/Water/Eau, Sodium Chloride, Sodium Benzoate, Phenoxyethanol.",32.00
Daily Resurfacing Disks,RoC,"Water, cocamidopropyl betaine, glycerin, decyl glucoside, PPG-2 hydroxyethyl cocamide, PEG-16 soy sterol, polysorbate 20, phenoxyethanol, disodium lauroamphodiacetate, butylene glycol, sodium coco PG-dimonium chloride phosphate, tetrasodium EDTA, sodium citrate, fragrance, citric acid, methylparaben, propylparaben, ethylparaben, PEG-14M, glycine soja (soybean) protein",10.99
Super Calm Gentle Milk Cleanser,Tula,"Aqua/Water/Eau, Glycerin, Diglycerin, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Decyl Glucoside, Cetyl Alcohol, Glycol Distearate, Disodium Cocoyl Glutamate, Lactococcus Ferment Lysate, Disodium Cocoamphodiacetate, Propanediol, Colloidal Oatmeal, Hydroxyacetophenone, Helianthus Annuus (Sunflower) Seed Oil, Xanthan Gum, 1,2 Hexanediol, Caprylyl Glycol, Sodium Cocoyl Glutamate, Sodium Chloride, Citric Acid, Bisabolol, Hydrolyzed Algin, Triethyl Citrate, Aloe Barbadensis Leaf Extract, Calendula Officinalis Extract, Cucumis Sativus (Cucumber) Fruit Extract, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Agastache Mexicana Flower/Leaf/Stem Extract, Lactic Acid, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Sodium Benzoate, Camellia Sinensis Leaf Extract, Elettaria Cardamomum Seed Extract, Pyrus Malus (Apple) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Zingiber Officinale (Ginger) Root Extract, Linum Usitatissimum (Linseed) Seed Extract, Cananga Odorata Flower Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Coffea Arabica (Coffee) See Extract, Cucumis Melo (Melon) Fruit Extract, Cupressus Sempervirens Leaf/Stem Extract, Fucus Vesiculousus Extract, Jasminum Officinale (Jasmine) Flower Extract, Rose Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Santalum Album (Sandalwood) Wood Extract.",34.00
Gentle Skin Cleanser,Cetaphil,"Water, Cetyl Alcohol, Propylene Glycol, Sodium Lauryl Sulfate, Stearyl Alcohol, Methylparaben, Propylparaben, Butylparaben.",13.99
AHA/BHA Acne Clearing Gel,Peter Thomas Roth,"Active: Salicylic Acid 2.00%. Inactive: Water (Aqua), Alcohol Denat., Glycolic Acid, Glycerin, Arginine, Hydroxyethylcellulose, Ammonium Hydroxide, Propylene Glycol, Diazolidinyl Urea, Methylparaben, Propylparaben.",54.00
Intensive Moisture Cleanser,Dermalogica,"Water/Aqua, Glycerin Caprylic / Capric Triglycerides. Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Divinyldimethicone/Dimethicone Copolymer, Sodium Astrocaryum Murumuruate, Ceramide NP Phytosterols, Palmitic Acid, Stearic Acid, Hydrogenated Coconut Acid, Hydrolyzed Cottonseed Protein, Citrus, Sweet (Orange) Peel Oil, Tocopherol, Xanthan Gum, Dimethicone, Butyrospermum Parkii (Shea) Butter, Carthamus Tinctorius (Safflower) Seed Oil, C12-13 Pareth-3, Sweet Almond (Almond) Oil, Tetrasodium Glutamate Diacetate, Caprylyl Glycol, Citrus Paradisi (Grapefruit) Peel Oil, Citrus Reticulata (Tangerine) Leaf Oil, Myristic Acid, Trideceth-12, Jasminum Officinale (Jasmine) Oil, Linoleic Acid, Amyris Balsamifera Oil, Cananga Odorata Flower Oil, Citrus Limon (Lemon) Peel Oil, Cymbopogon Martini Oil.Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this website. However, because ingredients are subject to change, we cannot guarantee that these lists are complete, up-to-date and/or error-free. For an accurate listing of ingredients in each product, please refer to your product packaging.",39.00
Hyaluron Skin Essence,Hanskin,"Water, Glycerin, ButyleneGlycol, PentyleneGlycol, 1,2-Hexanediol, Phenoxyethanol, Sodium Hyaluronate, Linum Usitatissimum (Linseed) Seed Extract, Disodium EDTA, Hydroxyethylcellulose, Sodium Citrate, Citric Acid, Hydrolyzed Hyaluronic Acid, SaccharideIsomerate, Rhus Semialata Gall Extract, Hydrolyzed Algin, Gynostemma Pentaphyllum Leaf / Stem Extract, Hydrolyzed Collagen, Zostera Marina Extract.",25.00
MakeUp-BreakUp Cool Cleansing Oil,boscia,"Cetyl Ethylhexanoate, Olea Europaea (Olive) Fruit Oil, Polyglyceryl-10 Diisostearate, Hydrogenated Polyisobutene, PEG-20 Glyceryl Triisostearate, Glyceryl Behenate/Eicosadioate, Persea Gratissima (Avocado) Oil, Camellia Sinensis Leaf Extract, Rosa Canina Fruit Oil, Eucalyptus Globulus Leaf Oil, Camellia Oleifera Leaf Extract, Corallina Officinalis Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Aloe Barbadensis Flower Extract, Carthamus Tinctorius (Safflower) Seed Oil, Solanum Melongena (Eggplant) Fruit Extract, Water/Aqua/Eau, Coccinia Indica Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Isostearic Acid, Menthol, Butylene Glycol, Tocopheryl Acetate.Please refer to the ingredient list shown on your product for the most up-to-date information.",32.00
Pep Start 2-in-1 Exfoliating Cleanser,Clinique,"Water\Aqua\Eau, Glycerin, Sodium Laureth Sulfate, Silica, Acrylates Copolymer, Lauramidopropyl Betaine, Butylene Glycol, Sucrose, Cocamidopropyl Hydroxysultaine, Carica Papaya (Papaya) Fruit Extract, Bambusa Arundinacea (Bamboo) Stem Extract, Laminaria Saccharina Extract, Salicylic Acid, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Caffeine, Sodium Hyaluronate, Acetyl Glucosamine, Sodium Coco PG-Dimonium Chloride Phosphate, Polysorbate 20, Disodium Cocoyl Glutamate, Citric Acid, Sodium Cocoyl Glutamate, Laureth-2, Sodium Chloride, Sodium Hydroxide, Sodium Sulfate, Carbomer, Monosodium Citrate, Disodium EDTA, EDTA, BHT, Phenoxyethanol, Orange 4 (CI 15510), Yellow 5 (CI 19140), Red 4 (CI 14700).",20.50
STEM CELLULAR 2-in-1 Cleanser,Juice Beauty,"Juice Beauty Proprietary Blend Of Fruit Stem Cells: Apple Buds, Grape Buds & Lemon Leaf.Citrus Medica Limonum (Organic Lemon Juice/Jus De Citron Bio)*, Pyrus Malus (Organic Apple Juice/Jus De Pomme Bio)*, Vitis Vinifera (Organic White Grape Juice/Jus De Raisin Blanc Bio)*, Aloe Barbadensis (Organic Aloe Juice/Jus D'Aloès Bio)*, Decyl Glucoside+, Glycerin (Organic/Bio)*, Sodium Cocoyl Glycinate, Caprylyl/Capryl Glucoside+, Gluconolactone+, Vitis Vinifera (Organic Grape Seed Oil/Huile De Pépins De Raisin Bio)*, Xanthan Gum, Helianthus Annuus (Sunflower Seed Oil/Huile De Graines De Tournesol), Citrus Aurantium Dulcis (Orange Fruit Extract/Extrait De Fruit D'Orange), Citrus Paradisi (Grapefruit Extract/Extrait De Pamplemousse), Algae Extract, Malus Domestica (Apple Fruit Cell Culture Extract/Extrait De Culture Cellulaire De Pomme), Vitis Vinifera (Grape Fruit Cell Extract/Extrait De Cellule De Raisin), Citrus Medica Limonum (Lemon Leaf Cell Extract/Extrait De Cellule Des Feuilles De Citron), Ascorbic Acid (Vitamin C/Vitamine C), Tocopherol (Vitamin E/Vitamine E), Hydroxypropyl Methylcellulose, Sodium Phytate+, Polyglyceryl-5 Oleate+, Sodium Cocoyl Glutamate+, Glyceryl Caprylate+, Isomalt, Glyceryl Stearate+, Litsea Cubeba (May Chang Oil/Huile De Chang Mai), Cinnamomum Camphora (Ho Wood Oil/Huile De Camphre).*Certified Organic Ingredient / Ingrediént Certifié Bio+ Plant Derived / Origine Végétale",34.00
Ultra Facial Toner,Kiehl's Since 1851,"Aqua/Water, Glycerin, Squalane, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitan Oleate, Ethylhexyl Salicylate, PEG-100 Stearate, Potassium Sorbate, Triethanolamine, P-Anisic Acid, Ascorbyl Glucoside, Sodium Hyaluronate, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Tocopherol, Persea Gratissima Oil/Avocado Oil.",18.00
